origIpAddr,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,dateTimeConnect,dateTimeDisconnect,duration,origDeviceName,destDeviceName,origIpv4v6Addr,destIpv4v6Addr,callingPartyNumber
90334218,0,71996,71996,0,1416990669,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416990774,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416990881,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416990992,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416991097,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416991201,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416991303,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1416991335,1416991395,60,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416991335,1416991395,60,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416991415,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415203532,1415203606,74,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415203532,1415203606,74,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416932374,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932585,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932685,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932786,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932893,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416932993,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416933102,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416954956,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416955056,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416955166,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416955266,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416955371,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416955468,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416955570,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416955672,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416926951,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416927060,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416927168,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416927275,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416927377,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416927479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416927595,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416927701,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1416733130,1416733141,11,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416733130,1416733141,11,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,50351,50351,0,1417325068,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415360815,1415360825,10,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415360815,1415360825,10,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415361098,1415361119,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415361098,1415361119,21,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417018377,1417018390,13,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417018377,1417018390,13,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416993190,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416993291,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416993395,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416993497,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416993606,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416993713,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416993821,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416993937,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415359269,1415359381,112,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415359269,1415359381,112,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415359615,1415359703,88,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415359615,1415359703,88,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416971075,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416971174,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416971277,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416971383,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416971478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416971584,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416971685,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416971797,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415780305,1415780442,137,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415780305,1415780442,137,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415848074,1415848083,9,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415848074,1415848083,9,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416938775,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416938880,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416938983,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416939087,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416939194,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416939294,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416939394,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1415591396,1415591459,63,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415591396,1415591459,63,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
90334218,0,71996,71996,0,1416957590,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416957696,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416957813,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416957920,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416958025,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416958126,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,71996,71996,0,1416958234,0,CUBE-01-SIP,,10.100.98.5,,100
100820490,443115786,7777,7777,1417179528,1417179543,15,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179528,1417179543,15,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179553,1417179570,17,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179553,1417179570,17,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179680,1417179704,24,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179680,1417179704,24,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179736,1417179759,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417179736,1417179759,23,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416198786,1416198941,155,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416198786,1416198941,155,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416199049,1416199111,62,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416199049,1416199111,62,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417171838,1417171852,14,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1417171838,1417171852,14,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
855664138,251566582,21318,21318,1417172514,1417172525,11,SEPD824BD26953D,SEP08D09F9FDB54,10.102.0.51,10.102.1.241,21670
100820490,443115786,7777,7777,1416289801,1416289865,64,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416289801,1416289865,64,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415964841,1415964882,41,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415964841,1415964882,41,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415965082,1415965166,84,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415965082,1415965166,84,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415514732,1415514767,35,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1415514732,1415514767,35,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
855664138,100820490,22999,22999,1416816427,1416816445,18,SEPD824BD26953D,SEPD4D748FF9D39,10.102.0.51,10.102.2.6,21670
100820490,443115786,7777,7777,1416816428,1416816445,17,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416816428,1416816445,17,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416889624,1416889632,8,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
100820490,443115786,7777,7777,1416889624,1416889632,8,SEPD4D748FF9D39,dss-recording-trunk,10.102.2.6,10.105.105.26,b011212563001
855664138,922655222,22629,22629,1415810797,1415810803,6,SEPD824BD26953D,SEPD824BD26928C,10.102.0.51,10.102.1.201,21670
90334218,0,03740,03740,0,1416000476,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000476,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000476,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000476,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000476,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000477,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000478,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000479,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000480,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000481,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000482,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000482,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000482,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000483,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000484,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000484,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000484,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000486,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000487,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000487,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000487,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000488,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000488,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000488,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000488,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000488,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000488,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000488,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000489,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000489,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000489,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000490,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
90334218,0,03740,03740,0,1416000491,0,CUBE-01-SIP,,10.100.98.5,,100
